Id,Target,file_size
4708eee4-bbaa-11e8-b2ba-ac1f6b6435d0,21,4195920
4709f3a0-bbc5-11e8-b2bc-ac1f6b6435d0,25 21,4195888
470a7244-bbca-11e8-b2bc-ac1f6b6435d0,7 0,4195920
470ab116-bba5-11e8-b2ba-ac1f6b6435d0,5,9438800
470d7f92-bbb7-11e8-b2ba-ac1f6b6435d0,23 0,4195920
471646d2-bb9d-11e8-b2b9-ac1f6b6435d0,21,9438800
47172326-bba8-11e8-b2ba-ac1f6b6435d0,25 18,4195920
4717a828-bba8-11e8-b2ba-ac1f6b6435d0,0,9438800
4717e86e-bb9f-11e8-b2b9-ac1f6b6435d0,19 1 0,4195920
471a2ffc-bbc2-11e8-b2bb-ac1f6b6435d0,0,9438800
471bc314-bba7-11e8-b2ba-ac1f6b6435d0,0 21,4195920
472a4316-bbad-11e8-b2ba-ac1f6b6435d0,25 2,4195920
472ab89c-bbca-11e8-b2bc-ac1f6b6435d0,7,4195920
472d0c9a-bba3-11e8-b2b9-ac1f6b6435d0,0,9438800
472f7538-bbb8-11e8-b2ba-ac1f6b6435d0,11 0,4195920
47373902-bbc3-11e8-b2bc-ac1f6b6435d0,25 2,9438800
4737a3ac-bbb8-11e8-b2ba-ac1f6b6435d0,7,4195920
473bd9a8-bbc8-11e8-b2bc-ac1f6b6435d0,21,9438800
473f8a4e-bba5-11e8-b2ba-ac1f6b6435d0,6,4195920
47463db0-bbc0-11e8-b2bb-ac1f6b6435d0,7,4195920
474a0bec-bbc6-11e8-b2bc-ac1f6b6435d0,2 0,4195920
474f16de-bb9c-11e8-b2b9-ac1f6b6435d0,19 25 0,4195920
4752148a-bbc2-11e8-b2bb-ac1f6b6435d0,19 0,4195920
4752c46c-bb9e-11e8-b2b9-ac1f6b6435d0,7 0,4195920
47543490-bbae-11e8-b2ba-ac1f6b6435d0,7 2,4195888
4756bc4c-bba4-11e8-b2b9-ac1f6b6435d0,4,4195920
47580066-bbb3-11e8-b2ba-ac1f6b6435d0,11 0,4195920
4758031e-bbc1-11e8-b2bb-ac1f6b6435d0,23,9438800
475a059a-bbb9-11e8-b2ba-ac1f6b6435d0,12 1,4195920
475aec54-bbae-11e8-b2ba-ac1f6b6435d0,2,4195920
475cc20e-bb9f-11e8-b2b9-ac1f6b6435d0,0,4195920
475ce630-bbc7-11e8-b2bc-ac1f6b6435d0,7,4195920
4763c07c-bb9a-11e8-b2b9-ac1f6b6435d0,23 0,4195920
47660aca-bbc8-11e8-b2bc-ac1f6b6435d0,7 0,4195920
4768f510-bbae-11e8-b2ba-ac1f6b6435d0,23 3,4195920
4768f7a2-bbb5-11e8-b2ba-ac1f6b6435d0,25 0,9438800
476921ea-bba7-11e8-b2ba-ac1f6b6435d0,3,4195920
476af9e6-bbae-11e8-b2ba-ac1f6b6435d0,25 0,4195920
476b147e-bb9c-11e8-b2b9-ac1f6b6435d0,25 0,4195888
476d2866-bbc6-11e8-b2bc-ac1f6b6435d0,1,4195920
476ebb12-bb9a-11e8-b2b9-ac1f6b6435d0,5 0,9438800
47726e90-bb9c-11e8-b2b9-ac1f6b6435d0,23 0,4195920
4773cd90-bbbe-11e8-b2ba-ac1f6b6435d0,25 0,4195920
477602aa-bb9a-11e8-b2b9-ac1f6b6435d0,25 2,4195920
477af7c2-bbc9-11e8-b2bc-ac1f6b6435d0,22 13 21,4195920
47836984-bba1-11e8-b2b9-ac1f6b6435d0,25,9438800
47853292-bbc3-11e8-b2bc-ac1f6b6435d0,23,4195920
478699d4-bbaa-11e8-b2ba-ac1f6b6435d0,0 21,9438800
47886388-bba3-11e8-b2b9-ac1f6b6435d0,25 0 21,9438800
4788e3b6-bbb3-11e8-b2ba-ac1f6b6435d0,25 2,9438800
478b4056-bbaa-11e8-b2ba-ac1f6b6435d0,21,4195920
478ef296-bbaf-11e8-b2ba-ac1f6b6435d0,25 1 0,4195920
478f8cc4-bbb9-11e8-b2ba-ac1f6b6435d0,19 0,9438800
4790b4ae-bbb5-11e8-b2ba-ac1f6b6435d0,21,9438800
47934d9e-bbbb-11e8-b2ba-ac1f6b6435d0,19 0,4195920
4795cdd0-bbc0-11e8-b2bb-ac1f6b6435d0,12,4195920
4796c122-bb9d-11e8-b2b9-ac1f6b6435d0,0,4195920
47974f94-bbbf-11e8-b2ba-ac1f6b6435d0,25 0,9438800
4799d5c8-bbc1-11e8-b2bb-ac1f6b6435d0,2 0,4195920
479d0872-bbbe-11e8-b2ba-ac1f6b6435d0,12 0,4195920
47a2409c-bbb1-11e8-b2ba-ac1f6b6435d0,5,4195920
47a324e6-bbaa-11e8-b2ba-ac1f6b6435d0,12 0,4195920
47a54326-bbc2-11e8-b2bb-ac1f6b6435d0,2,4195888
47a77be0-bbaf-11e8-b2ba-ac1f6b6435d0,23 0,9438800
47a81c72-bbbd-11e8-b2ba-ac1f6b6435d0,18,4195920
47a8b8c8-bbc5-11e8-b2bc-ac1f6b6435d0,23,4195920
47ac18b2-bbaf-11e8-b2ba-ac1f6b6435d0,21,4195920
47acf538-bbbf-11e8-b2ba-ac1f6b6435d0,11,4195920
47ad19a4-bbc0-11e8-b2bb-ac1f6b6435d0,18,4195920
47b6072a-bbc1-11e8-b2bb-ac1f6b6435d0,23 1,4195920
47b8d8f0-bba9-11e8-b2ba-ac1f6b6435d0,0,4195920
47bbb828-bba8-11e8-b2ba-ac1f6b6435d0,5,4195920
47bcc878-bbc9-11e8-b2bc-ac1f6b6435d0,0 21,4195920
47bd29da-bb9c-11e8-b2b9-ac1f6b6435d0,3,4195920
47bd5da8-bbae-11e8-b2ba-ac1f6b6435d0,5 21,4195920
47be99b0-bbc3-11e8-b2bc-ac1f6b6435d0,0,9438800
47c059b8-bba9-11e8-b2ba-ac1f6b6435d0,25 5 21,4195888
47c10762-bbc9-11e8-b2bc-ac1f6b6435d0,18,4195920
47c9871a-bbc5-11e8-b2bc-ac1f6b6435d0,25,4195920
47cadfce-bbc1-11e8-b2bb-ac1f6b6435d0,7,4195920
47ccf002-bbad-11e8-b2ba-ac1f6b6435d0,25 7 1,4195920
47cd14ba-bba8-11e8-b2ba-ac1f6b6435d0,0 21,9438800
47ce6b92-bbc8-11e8-b2bc-ac1f6b6435d0,13 0,4195888
47d00d90-bbb8-11e8-b2ba-ac1f6b6435d0,25 7,4195920
47d37b70-bbc1-11e8-b2bb-ac1f6b6435d0,7,9438800
47d3d498-bb9f-11e8-b2b9-ac1f6b6435d0,0,9438800
47d58bec-bbb5-11e8-b2ba-ac1f6b6435d0,23,4195920
47d79180-bbba-11e8-b2ba-ac1f6b6435d0,23,4195920
47d849f4-bbc4-11e8-b2bc-ac1f6b6435d0,23,4195920
47d9105a-bb9c-11e8-b2b9-ac1f6b6435d0,7 0,4195920
47db16ce-bba2-11e8-b2b9-ac1f6b6435d0,7,4195920
47ddded0-bbb2-11e8-b2ba-ac1f6b6435d0,0,9438800
47e04bc2-bbba-11e8-b2ba-ac1f6b6435d0,26,4195920
47e29126-bbc8-11e8-b2bc-ac1f6b6435d0,5,9438800
47e2de0a-bba6-11e8-b2ba-ac1f6b6435d0,11,4195920
47e6a7dc-bbb1-11e8-b2ba-ac1f6b6435d0,21,4195920
47e6c324-bba3-11e8-b2b9-ac1f6b6435d0,2 0,4195920
47ebba84-bbb0-11e8-b2ba-ac1f6b6435d0,0,9438800
47eebbd8-bbb2-11e8-b2ba-ac1f6b6435d0,7,4195920
47ef285c-bbad-11e8-b2ba-ac1f6b6435d0,5,4195888
47f03d32-bbc6-11e8-b2bc-ac1f6b6435d0,25 0,4195920
47f4e74c-bba3-11e8-b2b9-ac1f6b6435d0,2 0,9438800
47f84096-bbb6-11e8-b2ba-ac1f6b6435d0,20,4195888
47f8736c-bba8-11e8-b2ba-ac1f6b6435d0,2,4195920
47feb6c6-bbaf-11e8-b2ba-ac1f6b6435d0,25 2,4195920
4804258a-bbbd-11e8-b2ba-ac1f6b6435d0,19,4195888
4807ea0e-bbad-11e8-b2ba-ac1f6b6435d0,23 1 0,4195920
480b3f3a-bbb5-11e8-b2ba-ac1f6b6435d0,26 25 0,9438800
4810fa72-bba3-11e8-b2b9-ac1f6b6435d0,0,9438800
48154430-bbb5-11e8-b2ba-ac1f6b6435d0,0 21,4195920
4819f1aa-bb9d-11e8-b2b9-ac1f6b6435d0,2,4195920
481a081a-bbb2-11e8-b2ba-ac1f6b6435d0,12 25,4195920
481a141e-bbc0-11e8-b2bb-ac1f6b6435d0,2,4195920
481a8bb2-bbb4-11e8-b2ba-ac1f6b6435d0,23,9438800
481b5fca-bba4-11e8-b2b9-ac1f6b6435d0,4,4195920
481c6b7c-bbb8-11e8-b2ba-ac1f6b6435d0,13,4195888
481e821c-bba0-11e8-b2b9-ac1f6b6435d0,14,4195920
48268d8a-bba1-11e8-b2b9-ac1f6b6435d0,22 0,4195888
482c93b8-bbc1-11e8-b2bb-ac1f6b6435d0,0,9438800
482edee0-bbba-11e8-b2ba-ac1f6b6435d0,7,4195920
483237ce-bbbb-11e8-b2ba-ac1f6b6435d0,14,4195920
4833624c-bbb2-11e8-b2ba-ac1f6b6435d0,5,4195920
48337dac-bbb4-11e8-b2ba-ac1f6b6435d0,18,9438800
4833e098-bbc4-11e8-b2bc-ac1f6b6435d0,0,9438800
4837e1e4-bbc8-11e8-b2bc-ac1f6b6435d0,13,4195920
4838ccde-bbab-11e8-b2ba-ac1f6b6435d0,25 1,4195888
483b72a4-bbb5-11e8-b2ba-ac1f6b6435d0,6,4195920
483cbc5e-bbc9-11e8-b2bc-ac1f6b6435d0,0,4195920
483d7c40-bbc7-11e8-b2bc-ac1f6b6435d0,7,4195920
48418d44-bbae-11e8-b2ba-ac1f6b6435d0,4,9438800
4841bf18-bbb7-11e8-b2ba-ac1f6b6435d0,25 0,4195920
48452ac2-bbc1-11e8-b2bb-ac1f6b6435d0,5 0,4195920
48456492-bbc1-11e8-b2bb-ac1f6b6435d0,0,9438800
48457914-bbb2-11e8-b2ba-ac1f6b6435d0,0 21,4195920
48473854-bbb6-11e8-b2ba-ac1f6b6435d0,16 0,4195920
48485f48-bbbd-11e8-b2ba-ac1f6b6435d0,7,4195920
48496604-bbae-11e8-b2ba-ac1f6b6435d0,14,4195920
484f9a8c-bbbe-11e8-b2ba-ac1f6b6435d0,25,9438800
4851037a-bba7-11e8-b2ba-ac1f6b6435d0,5 21,9438800
485a4372-bba7-11e8-b2ba-ac1f6b6435d0,25,4195920
485b74ee-bbbc-11e8-b2ba-ac1f6b6435d0,23 0,4195920
4861adde-bb9c-11e8-b2b9-ac1f6b6435d0,23,4195920
4862d834-bb9d-11e8-b2b9-ac1f6b6435d0,25 0,9438800
4868416e-bbc2-11e8-b2bb-ac1f6b6435d0,25 2 0,4195920
4869284a-bb9a-11e8-b2b9-ac1f6b6435d0,2 0,9438800
48697932-bba7-11e8-b2ba-ac1f6b6435d0,23 2,4195888
486a5f02-bba5-11e8-b2ba-ac1f6b6435d0,25,4195920
486ba826-bba0-11e8-b2b9-ac1f6b6435d0,23,9438800
486e9f2e-bb9e-11e8-b2b9-ac1f6b6435d0,19 0,4195920
4870f3ee-bb9b-11e8-b2b9-ac1f6b6435d0,24,4195920
487186dc-bba1-11e8-b2b9-ac1f6b6435d0,11,4195920
48723174-bbc7-11e8-b2bc-ac1f6b6435d0,4,4195920
4872b58e-bba1-11e8-b2b9-ac1f6b6435d0,0 21,4195920
48759e56-bba2-11e8-b2b9-ac1f6b6435d0,23,4195920
48759eb8-bbc2-11e8-b2bb-ac1f6b6435d0,0,9438800
4876bcc0-bbb4-11e8-b2ba-ac1f6b6435d0,1,4195920
4878993e-bbc6-11e8-b2bc-ac1f6b6435d0,23 0,4195920
487cdd18-bbb8-11e8-b2ba-ac1f6b6435d0,0,9438800
4882db02-bbb1-11e8-b2ba-ac1f6b6435d0,13,4195920
48854758-bbc9-11e8-b2bc-ac1f6b6435d0,19 25,9438800
4885c74e-bbb2-11e8-b2ba-ac1f6b6435d0,0,4195920
4889d452-bb9d-11e8-b2b9-ac1f6b6435d0,25,4195888
488b14da-bbc4-11e8-b2bc-ac1f6b6435d0,25 7 0,9438800
48941960-bba4-11e8-b2b9-ac1f6b6435d0,25 5,4195920
48959f3c-bbbe-11e8-b2ba-ac1f6b6435d0,25 21,4195920
4895fd4e-bba3-11e8-b2b9-ac1f6b6435d0,0,4195920
4896d680-bbc4-11e8-b2bc-ac1f6b6435d0,19,4195920
4898aab8-bba2-11e8-b2b9-ac1f6b6435d0,5 0,4195920
4898fe0a-bba2-11e8-b2b9-ac1f6b6435d0,23 0,9438800
48a1f2c2-bba6-11e8-b2ba-ac1f6b6435d0,12,4195888
48a66d9c-bba7-11e8-b2ba-ac1f6b6435d0,23 0,4195920
48a903c4-bbb9-11e8-b2ba-ac1f6b6435d0,16 0,9438800
48abb622-bbb0-11e8-b2ba-ac1f6b6435d0,2,4195920
48afdcce-bbac-11e8-b2ba-ac1f6b6435d0,25 0,9438800
48b0b84a-bb9f-11e8-b2b9-ac1f6b6435d0,12 25,4195888
48b20aa6-bbbd-11e8-b2ba-ac1f6b6435d0,1 2 0,4195888
48b26d62-bba3-11e8-b2b9-ac1f6b6435d0,25 5 3 0,4195920
48b32a42-bbb0-11e8-b2ba-ac1f6b6435d0,2,4195920
48b4220a-bbc7-11e8-b2bc-ac1f6b6435d0,25 0,9438800
48b5b68a-bb9d-11e8-b2b9-ac1f6b6435d0,23,4195920
48b8f29e-bbbd-11e8-b2ba-ac1f6b6435d0,0,9438800
48bbad32-bbbc-11e8-b2ba-ac1f6b6435d0,5,4195920
48bfaf38-bba1-11e8-b2b9-ac1f6b6435d0,6,4195920
48c3dae8-bba3-11e8-b2b9-ac1f6b6435d0,6,4195920
48c5ff4e-bb9e-11e8-b2b9-ac1f6b6435d0,14 3 0,4195920
48c6145e-bba6-11e8-b2ba-ac1f6b6435d0,18,4195920
48c6926e-bba4-11e8-b2b9-ac1f6b6435d0,0,9438800
48ce699a-bba3-11e8-b2b9-ac1f6b6435d0,4,4195920
48d054b4-bbab-11e8-b2ba-ac1f6b6435d0,25 18,4195888
48d1197c-bbb4-11e8-b2ba-ac1f6b6435d0,25 5 0,4195920
48d1a41a-bb9a-11e8-b2b9-ac1f6b6435d0,23 2,4195920
48d6b18e-bba0-11e8-b2b9-ac1f6b6435d0,25 3 0,4195920
48d6cc30-bbc0-11e8-b2bb-ac1f6b6435d0,21,4195920
48d760d4-bbbe-11e8-b2ba-ac1f6b6435d0,18,4195920
48db8ffe-bbbb-11e8-b2ba-ac1f6b6435d0,5,4195920
48dc3a10-bba9-11e8-b2ba-ac1f6b6435d0,5,4195920
48de5494-bbb3-11e8-b2ba-ac1f6b6435d0,3 0,4195920
48df1d2c-bbb6-11e8-b2ba-ac1f6b6435d0,25 21,4195920
48e06504-bbbd-11e8-b2ba-ac1f6b6435d0,2 0,9438800
48e247ac-bb9a-11e8-b2b9-ac1f6b6435d0,3,9438800
48e42aa6-bbc5-11e8-b2bc-ac1f6b6435d0,0 21,9438800
48e93428-bbc6-11e8-b2bc-ac1f6b6435d0,21,4195920
48e9f518-bbbf-11e8-b2ba-ac1f6b6435d0,3,4195920
48ea5180-bbb9-11e8-b2ba-ac1f6b6435d0,0,9438800
48ec4a3c-bbb7-11e8-b2ba-ac1f6b6435d0,25,4195920
48ed4f46-bbb1-11e8-b2ba-ac1f6b6435d0,11 1,4195920
48f00230-bba8-11e8-b2ba-ac1f6b6435d0,21,4195920
48f10fb4-bba2-11e8-b2b9-ac1f6b6435d0,0 21,9438800
48f30874-bba6-11e8-b2ba-ac1f6b6435d0,3,4195920
48f43682-bbb4-11e8-b2ba-ac1f6b6435d0,24 25 0,4195920
48f73fa2-bbc4-11e8-b2bc-ac1f6b6435d0,6,4195920
48fbf434-bba1-11e8-b2b9-ac1f6b6435d0,11,4195920
48fca91e-bb9d-11e8-b2b9-ac1f6b6435d0,25,9438800
48ff51c0-bba0-11e8-b2b9-ac1f6b6435d0,18 4,4195888
49012c9e-bb9f-11e8-b2b9-ac1f6b6435d0,0,4195920
4902e9fe-bbbc-11e8-b2ba-ac1f6b6435d0,25 0,4195920
4904554c-bbac-11e8-b2ba-ac1f6b6435d0,0,9438800
4905e22a-bbc7-11e8-b2bc-ac1f6b6435d0,11,4195920
49063694-bb9a-11e8-b2b9-ac1f6b6435d0,5,4195888
4906ef5c-bbaa-11e8-b2ba-ac1f6b6435d0,23,9438800
4907f3d0-bba9-11e8-b2ba-ac1f6b6435d0,7 0,9438800
490927e4-bb9c-11e8-b2b9-ac1f6b6435d0,11,4195888
490b2a28-bbc7-11e8-b2bc-ac1f6b6435d0,25,9438800
490c282e-bbae-11e8-b2ba-ac1f6b6435d0,25 0,4195920
49209aa2-bbb8-11e8-b2ba-ac1f6b6435d0,25 4,4195920
49238bfc-bbb0-11e8-b2ba-ac1f6b6435d0,7 0,9438800
4923db98-bba1-11e8-b2b9-ac1f6b6435d0,0,4195920
4926c97a-bba6-11e8-b2ba-ac1f6b6435d0,16 25,4195920
4928d2d6-bbc6-11e8-b2bc-ac1f6b6435d0,2 0,4195920
492984e4-bbb5-11e8-b2ba-ac1f6b6435d0,7 0,4195920
492a1c3a-bbc2-11e8-b2bb-ac1f6b6435d0,19 2 0,4195920
492c0c12-bbad-11e8-b2ba-ac1f6b6435d0,5,9438800
492f6646-bba8-11e8-b2ba-ac1f6b6435d0,1 0,4195920
49314de0-bb9d-11e8-b2b9-ac1f6b6435d0,3 0,4195888
493155de-bba1-11e8-b2b9-ac1f6b6435d0,21,4195920
493258e0-bbb4-11e8-b2ba-ac1f6b6435d0,19 0,4195920
49340408-bba8-11e8-b2ba-ac1f6b6435d0,11,9438800
49343366-bbac-11e8-b2ba-ac1f6b6435d0,7 0,4195920
49366c04-bbb0-11e8-b2ba-ac1f6b6435d0,0,9438800
49368dee-bbbd-11e8-b2ba-ac1f6b6435d0,4,4195920
49384378-bb9f-11e8-b2b9-ac1f6b6435d0,6,4195888
4938cd76-bba8-11e8-b2ba-ac1f6b6435d0,14,4195920
493ac8b6-bba2-11e8-b2b9-ac1f6b6435d0,12,4195920
493b28c6-bbc8-11e8-b2bc-ac1f6b6435d0,3,4195920
493c0b7c-bbbb-11e8-b2ba-ac1f6b6435d0,4,4195920
493cd4dc-bbaa-11e8-b2ba-ac1f6b6435d0,0 21,9438800
493fa210-bbab-11e8-b2ba-ac1f6b6435d0,5,4195920
49462406-bba0-11e8-b2b9-ac1f6b6435d0,5,4195920
49486c92-bbc4-11e8-b2bc-ac1f6b6435d0,7 4,4195888
4949d912-bbb3-11e8-b2ba-ac1f6b6435d0,2,9438800
494acfb4-bbc9-11e8-b2bc-ac1f6b6435d0,25 0,4195920
494ff038-bbca-11e8-b2bc-ac1f6b6435d0,0,4195920
4950058e-bba5-11e8-b2ba-ac1f6b6435d0,2 0,4195920
49512772-bbbc-11e8-b2ba-ac1f6b6435d0,3,4195920
4955f24c-bb9f-11e8-b2b9-ac1f6b6435d0,0,9438800
49581564-bb9e-11e8-b2b9-ac1f6b6435d0,19 25,4195888
495a53f4-bbbe-11e8-b2ba-ac1f6b6435d0,2 0,4195920
495d2922-bba4-11e8-b2b9-ac1f6b6435d0,23,4195920
495df670-bbc4-11e8-b2bc-ac1f6b6435d0,25 4,4195920
49600130-bbc0-11e8-b2bb-ac1f6b6435d0,4 0,4195920
4960cb9c-bbc0-11e8-b2bb-ac1f6b6435d0,2 0,4195920
49617f7c-bba4-11e8-b2b9-ac1f6b6435d0,19 25 0,4195920
4964c0b2-bbca-11e8-b2bc-ac1f6b6435d0,25 7 2,4195888
49651152-bba2-11e8-b2b9-ac1f6b6435d0,21,4195920
49673430-bbc2-11e8-b2bb-ac1f6b6435d0,2 0,4195920
496b3abc-bbc7-11e8-b2bc-ac1f6b6435d0,0,9438800
496e9be4-bbb8-11e8-b2ba-ac1f6b6435d0,4,4195920
496f8e30-bbab-11e8-b2ba-ac1f6b6435d0,19 17,4195920
49731fc8-bba1-11e8-b2b9-ac1f6b6435d0,25 5,4195888
497468be-bbac-11e8-b2ba-ac1f6b6435d0,25 4 0,4195920
4976926c-bba0-11e8-b2b9-ac1f6b6435d0,25 0,4195920
49774c50-bbc5-11e8-b2bc-ac1f6b6435d0,2,4195920
4978f2c2-bbc9-11e8-b2bc-ac1f6b6435d0,13,4195920
497d4050-bbbc-11e8-b2ba-ac1f6b6435d0,25 20,4195920
49826c5c-bbb6-11e8-b2ba-ac1f6b6435d0,7,4195888
4985cf64-bbc0-11e8-b2bb-ac1f6b6435d0,20 0,4195920
49886f9a-bbc4-11e8-b2bc-ac1f6b6435d0,21,4195920
4988f6be-bbb4-11e8-b2ba-ac1f6b6435d0,2 0,4195920
4989e848-bb9c-11e8-b2b9-ac1f6b6435d0,11,4195920
498b89b2-bbb2-11e8-b2ba-ac1f6b6435d0,25 0,4195920
498c0acc-bbb7-11e8-b2ba-ac1f6b6435d0,7,4195920
498ca71a-bba9-11e8-b2ba-ac1f6b6435d0,20 2 0,4195920
498d5ea2-bba5-11e8-b2ba-ac1f6b6435d0,3,4195920
498fcbce-bbaf-11e8-b2ba-ac1f6b6435d0,2,4195920
49957cd4-bb9d-11e8-b2b9-ac1f6b6435d0,25 0,4195920
499a1028-bba2-11e8-b2b9-ac1f6b6435d0,25 13,4195920
499c54fc-bbc3-11e8-b2bc-ac1f6b6435d0,7 0,4195920
49a30592-bb9e-11e8-b2b9-ac1f6b6435d0,5,4195920
49a445fa-bbc7-11e8-b2bc-ac1f6b6435d0,25 2 0,9438800
49a48ee4-bbad-11e8-b2ba-ac1f6b6435d0,23 0,4195920
49a574c8-bba6-11e8-b2ba-ac1f6b6435d0,25,4195920
49a761fa-bbb7-11e8-b2ba-ac1f6b6435d0,0,4195920
49ae65c8-bbac-11e8-b2ba-ac1f6b6435d0,25 7,4195920
49b27afe-bbb2-11e8-b2ba-ac1f6b6435d0,2,4195920
49b7492e-bba5-11e8-b2ba-ac1f6b6435d0,14,4195920
49c03c8c-bbc8-11e8-b2bc-ac1f6b6435d0,23,4195920
49c0c998-bbb6-11e8-b2ba-ac1f6b6435d0,25,9438800
49c818e6-bbc6-11e8-b2bc-ac1f6b6435d0,5,4195920
49c9f9f2-bbaa-11e8-b2ba-ac1f6b6435d0,25 21,4195888
49cea0ac-bbbd-11e8-b2ba-ac1f6b6435d0,23,9438800
49d1121c-bba7-11e8-b2ba-ac1f6b6435d0,6,4195920
49d4105e-bba0-11e8-b2b9-ac1f6b6435d0,0,9438800
49d4aa8a-bbb6-11e8-b2ba-ac1f6b6435d0,11 0,4195920
49d6346a-bbaa-11e8-b2ba-ac1f6b6435d0,0 21,4195920
49dab8d8-bbbd-11e8-b2ba-ac1f6b6435d0,25,9438800
49db0f50-bba3-11e8-b2b9-ac1f6b6435d0,25 0,4195920
49db374e-bbbe-11e8-b2ba-ac1f6b6435d0,2 0,4195920
49dce35e-bbb0-11e8-b2ba-ac1f6b6435d0,3,4195888
49de73de-bbbc-11e8-b2ba-ac1f6b6435d0,2,4195920
49df0dda-bbbc-11e8-b2ba-ac1f6b6435d0,12 4,4195920
49dfd9f6-bbc9-11e8-b2bc-ac1f6b6435d0,19 0,4195920
49e1e718-bbbb-11e8-b2ba-ac1f6b6435d0,25 1,4195888
49e1ffa4-bba8-11e8-b2ba-ac1f6b6435d0,21,4195920
49e22d88-bb9b-11e8-b2b9-ac1f6b6435d0,5 0,4195920
49eaec0c-bbbe-11e8-b2ba-ac1f6b6435d0,25 4,4195920
49eb0010-bbab-11e8-b2ba-ac1f6b6435d0,14,4195888
49ebb02e-bb9b-11e8-b2b9-ac1f6b6435d0,25 0,9438800
49ebe880-bbbb-11e8-b2ba-ac1f6b6435d0,1 0,4195920
49ed2c0c-bba9-11e8-b2ba-ac1f6b6435d0,3 0,4195920
49f00074-bb9c-11e8-b2b9-ac1f6b6435d0,4,4195920
49f2d902-bbb0-11e8-b2ba-ac1f6b6435d0,3,4195920
49f4f7f4-bba7-11e8-b2ba-ac1f6b6435d0,23,9438800
49f80448-bbb7-11e8-b2ba-ac1f6b6435d0,0 21,4195920
49fd132c-bbba-11e8-b2ba-ac1f6b6435d0,23 0,4195920
49fe29f8-bbb3-11e8-b2ba-ac1f6b6435d0,25 0,9438800
4a003f3a-bbaa-11e8-b2ba-ac1f6b6435d0,25 2 0,4195920
4a007ba6-bbb6-11e8-b2ba-ac1f6b6435d0,11,4195920
4a03b5a6-bba6-11e8-b2ba-ac1f6b6435d0,7,4195920
4a047482-bbbf-11e8-b2ba-ac1f6b6435d0,2,4195920
4a04c730-bbb4-11e8-b2ba-ac1f6b6435d0,0 21,4195920
4a0635bc-bbb3-11e8-b2ba-ac1f6b6435d0,14 0,4195920
4a08a372-bbbf-11e8-b2ba-ac1f6b6435d0,22 0,4195920
4a09108a-bba3-11e8-b2b9-ac1f6b6435d0,6 1,4195888
4a094552-bbb5-11e8-b2ba-ac1f6b6435d0,1,4195920
4a0adba6-bbbf-11e8-b2ba-ac1f6b6435d0,1 0 21,9438800
4a0b1306-bba0-11e8-b2b9-ac1f6b6435d0,2 21,4195920
4a0c5526-bbc4-11e8-b2bc-ac1f6b6435d0,2 0,4195920
4a0ceac8-bbc8-11e8-b2bc-ac1f6b6435d0,25 0 21,4195920
4a0dd392-bbba-11e8-b2ba-ac1f6b6435d0,18,4195920
4a1315ae-bba7-11e8-b2ba-ac1f6b6435d0,25 7 0,4195920
4a16bb46-bbac-11e8-b2ba-ac1f6b6435d0,5,4195920
4a16fbe6-bbc1-11e8-b2bb-ac1f6b6435d0,0,9438800
4a172308-bbbe-11e8-b2ba-ac1f6b6435d0,5,4195920
4a20eade-bbbc-11e8-b2ba-ac1f6b6435d0,11,4195920
4a20f6e8-bbbf-11e8-b2ba-ac1f6b6435d0,4,4195920
4a23be66-bba9-11e8-b2ba-ac1f6b6435d0,0 21,9438800
4a24d514-bbca-11e8-b2bc-ac1f6b6435d0,0,9438800
4a2519ee-bba1-11e8-b2b9-ac1f6b6435d0,4,4195920
4a28e4f6-bbca-11e8-b2bc-ac1f6b6435d0,7,4195920
4a2b4d44-bbc6-11e8-b2bc-ac1f6b6435d0,4 0,4195920
4a2c88e4-bba8-11e8-b2ba-ac1f6b6435d0,23,4195920
4a2da23c-bb9f-11e8-b2b9-ac1f6b6435d0,23,4195920
4a2fcac4-bbb5-11e8-b2ba-ac1f6b6435d0,13,4195888
4a32cfea-bbc3-11e8-b2bc-ac1f6b6435d0,1 0,4195920
4a32eafa-bba2-11e8-b2b9-ac1f6b6435d0,23,4195920
4a350aac-bbc4-11e8-b2bc-ac1f6b6435d0,5 0 21,4195920
4a364eb4-bbae-11e8-b2ba-ac1f6b6435d0,19 0,4195920
4a3704de-bbc8-11e8-b2bc-ac1f6b6435d0,0,4195920
4a376560-bbb3-11e8-b2ba-ac1f6b6435d0,25 6 2,4195920
4a3c5628-bbbe-11e8-b2ba-ac1f6b6435d0,4,4195920
4a3d2ae4-bbb9-11e8-b2ba-ac1f6b6435d0,19 25,9438800
4a3ddf10-bbbf-11e8-b2ba-ac1f6b6435d0,7,4195920
4a3ea2c0-bbaa-11e8-b2ba-ac1f6b6435d0,22 2 0,4195920
4a3f1284-bbad-11e8-b2ba-ac1f6b6435d0,2 0,4195920
4a3f771e-bbc2-11e8-b2bb-ac1f6b6435d0,25,9438800
4a402484-bbb8-11e8-b2ba-ac1f6b6435d0,25 0,4195920
4a428856-bb9e-11e8-b2b9-ac1f6b6435d0,25 4,4195920
4a434802-bbc8-11e8-b2bc-ac1f6b6435d0,24 21,4195920
4a44aa42-bbca-11e8-b2bc-ac1f6b6435d0,0,9438800
4a44eb42-bbb6-11e8-b2ba-ac1f6b6435d0,25 0,9438800
