Id,Target
473_F1_1_classes_5,5
1572_C7_4_classes_5,5
50_D3_2_classes_23,23
54_B10_1_classes_13_0,0 13
758_F7_2_classes_21,21
667_D7_2_classes_25_21,25 21
951_D3_1_classes_4,4
1049_D2_3_classes_21,21
333_F3_2_classes_2_0,0 2
1783_B5_4_classes_11,11
563_H4_2_classes_25_2_0,0 25 2
300_F7_4_classes_2,2
1385_E7_3_classes_25_13,25 13
551_H6_2_classes_25_21,25 21
771_G6_1_classes_23,23
1421_G5_7_classes_17,17
609_F2_8_classes_21,21
212_C7_1_classes_3_0,0 3
1704_D3_17_cr57d832fa6c6bc_classes_2_0,0 2
52_H2_2_classes_23,23
435_B10_2_classes_7_0,0 7
1191_C6_2_classes_14,14
58_A3_3_classes_21_0,0 21
1398_E6_1_classes_19,19
1149_G6_2_classes_2,2
945_B8_1_classes_23,23
135_C3_2_classes_25_1_0,0 25 1
490_G7_2_classes_25_4,25 4
1139_C2_2_classes_25_23,25 23
19_G4_2_classes_25_2,25 2
965_B4_2_classes_4,4
1300_G3_3_classes_19,19
133_G2_1_classes_21,21
575_C8_1_classes_14,14
366_F9_2_classes_19,19
135_E4_1_classes_24_11_6,24 11 6
76_B10_2_classes_7,7
786_D7_1_classes_2_0,0 2
594_D1_3_classes_5_1_0,0 1 5
1413_C1_3_classes_7,7
1383_B1_2_classes_23,23
247_B8_1_classes_25_21,25 21
268_G9_1_classes_11,11
1331_G11_1_classes_25_7,25 7
1394_B10_3_classes_3,3
172_F6_2_classes_25_21,25 21
34_C8_1_classes_21,21
24_G3_1_classes_4,4
1614_C7_1_classes_2,2
247_A9_1_classes_21,21
465_D3_1_classes_25_7,25 7
140_A2_2_classes_7,7
1450_E10_5_classes_23,23
1377_E7_3_classes_25_2,25 2
1320_A6_4_classes_25_19,25 19
596_B5_1_classes_6,6
32_A2_2_classes_25_21,25 21
977_E2_2_classes_21,21
404_F8_3_classes_23_0,0 23
189_C6_2_classes_23_0,0 23
1773_A11_2_classes_7,7
836_B12_1_classes_25_21_3,25 3 21
859_C4_2_classes_3,3
564_F10_1_classes_23,23
1141_E7_2_classes_5,5
154_F10_1_classes_25_2,25 2
933_A9_2_classes_2_0,0 2
121_G2_1_classes_6,6
1350_H8_4_classes_7,7
428_D11_2_classes_25_2,25 2
1313_D9_2_classes_25_23_0,0 25 23
1774_F4_18_cr595102eb882c4_classes_7,7
1262_D3_1_classes_2_0,0 2
418_B2_4_classes_23_21_0,0 21 23
1128_D5_10_classes_12,12
1711_G3_2_classes_1,1
1729_D5_3_classes_23,23
1616_E6_1_classes_21,21
1466_E5_4_classes_4,4
415_D4_4_classes_25_7_0,0 25 7
884_D7_3_classes_23,23
1327_F9_2_classes_4_1,1 4
91_A5_2_classes_6,6
582_D8_1_classes_1_0,0 1
175_B11_2_classes_21,21
455_E5_3_classes_23,23
846_B3_2_classes_2,2
13_D9_2_classes_7,7
185_F9_1_classes_25_21_0,0 25 21
834_D7_2_classes_2_0,0 2
1245_E11_1_classes_21,21
1408_F2_1_classes_25_12,25 12
424_B9_2_classes_21,21
254_C5_1_classes_25_21_13,25 13 21
23_G11_2_classes_6,6
151_B6_1_classes_25_7_0,0 25 7
547_E1_1_classes_14_0,0 14
378_D8_1_classes_25_21,25 21
450_A1_1_classes_7,7
90_F9_1_classes_23,23
452_E5_3_classes_23_0,0 23
226_C1_1_classes_23,23
41_H4_2_classes_25_21,25 21
1660_G5_1_classes_21,21
627_A9_1_classes_25_21_0,0 25 21
764_H11_2_classes_7_3_0,0 3 7
1029_B6_6_classes_10_9,9 10
1042_B11_1_classes_4,4
1752_F10_8_cr5804d3a31a161_classes_25_21_0,0 25 21
631_G10_1_classes_2,2
257_H4_2_classes_21,21
1446_H11_6_classes_25_7,25 7
1272_E5_4_classes_9,9
942_B12_1_classes_5_0,0 5
1412_B6_3_classes_5,5
1242_E4_2_classes_23_0,0 23
568_D8_2_classes_2,2
1016_C4_2_classes_23_0,0 23
552_C4_2_classes_23_0,0 23
1433_G4_1_classes_19,19
9_D2_2_classes_25_4,25 4
437_F10_2_classes_25_23,25 23
590_H10_2_classes_25_7,25 7
1502_H9_3_classes_22_0,0 22
694_E9_4_classes_2,2
1118_B2_1_classes_7,7
319_H10_1_classes_25_22_21,25 21 22
37_A6_2_classes_25_21,25 21
879_F6_8_classes_20_0,0 20
464_B2_2_classes_25_21,25 21
1013_H6_5_classes_25_12,25 12
1136_H8_2_classes_20,20
725_D5_3_classes_23_3,3 23
1135_G4_1_classes_2,2
1152_A9_3_classes_19,19
1039_D5_2_classes_2,2
1269_B9_2_classes_4_3,3 4
1301_A10_2_classes_23,23
1042_B8_8_classes_21_0,0 21
1741_F2_19_cr59aeec3590c16_classes_21_5_0,0 5 21
789_H5_6_classes_3_0,0 3
606_G10_5_classes_25_1,25 1
460_C8_4_classes_25_22_7_0,0 25 22 7
1502_A3_3_classes_4,4
10_B9_1_classes_25_21,25 21
643_D2_3_classes_25_21,25 21
1675_F5_31_classes_16,16
603_D3_1_classes_5,5
104_E8_2_classes_18_0,0 18
100_A3_1_classes_10_6,10 6
417_D1_2_classes_7_2_0,0 2 7
623_B3_3_classes_14,14
1281_C3_2_classes_22_0,0 22
212_C4_1_classes_4,4
630_E8_3_classes_21,21
1202_F11_2_classes_25_7,25 7
295_F7_2_classes_7,7
490_H3_2_classes_4,4
1735_B1_1_classes_21_4,4 21
461_A8_5_classes_25_23,25 23
143_F7_2_classes_6,6
1398_A9_1_classes_21,21
370_B11_2_classes_25_21,25 21
493_C12_3_classes_25_21,25 21
1326_G12_5_classes_21_0,0 21
1478_F7_8_classes_26,26
479_E2_2_classes_12,12
1522_H6_2_classes_5_0,0 5
484_G11_2_classes_25_21,25 21
542_E6_1_classes_2_0,0 2
1632_D2_24_cr577f60f5855a3_classes_4,4
1011_A5_7_classes_19_0,0 19
246_A1_2_classes_21_0,0 21
1314_G1_2_classes_3,3
1042_C3_3_classes_27,27
44_E4_2_classes_25_21,25 21
1505_G9_1_classes_6,6
340_A10_2_classes_23,23
909_B1_11_classes_14_2_0,0 2 14
835_D11_1_classes_25_4,25 4
264_B2_2_classes_25_21,25 21
1004_C9_4_classes_12_0,0 12
271_D12_1_classes_23,23
431_E11_5_classes_7_0,0 7
847_C4_1_classes_25_12,25 12
739_F10_1_classes_14,14
97_A4_2_classes_6,6
270_D7_1_classes_19,19
1614_E11_1_classes_5,5
254_G8_2_classes_25_11,25 11
1207_H1_6_classes_12,12
1338_F6_4_classes_2,2
804_H11_2_classes_25_12,25 12
1102_C12_2_classes_23,23
975_D6_1_classes_4,4
380_E1_1_classes_25_5_0,0 25 5
28_C8_2_classes_25_7,25 7
71_D8_2_classes_23,23
1768_C11_28_cr59638baa7b0aa_classes_19,19
1748_A2_21_cr5805d9ab2c35a_classes_22_11_5,11 5 22
94_G9_2_classes_26_4,26 4
970_D3_3_classes_25_7_0,0 25 7
976_B11_2_classes_5_0,0 5
353_G1_1_classes_25_2,25 2
484_E4_4_classes_25_21,25 21
568_H10_1_classes_7_0,0 7
484_D8_2_classes_23,23
1703_G5_1_classes_21,21
1150_B4_1_classes_23,23
1176_G2_2_classes_23,23
409_B12_2_classes_14_2,2 14
429_B4_3_classes_21_0,0 21
761_A11_5_classes_20,20
785_G12_1_classes_23,23
1510_D2_5_classes_7_0,0 7
895_E10_1_classes_7,7
1006_B6_3_classes_7,7
1_G7_2_classes_23,23
493_B1_1_classes_5_0,0 5
443_F11_1_classes_23_21_0,0 21 23
148_E2_2_classes_3_0,0 3
532_B9_2_classes_5_0,0 5
78_E7_1_classes_23_0,0 23
1486_A4_3_classes_23_0,0 23
1707_H9_13_cr57eaac177a32f_classes_25_16_0,16 25 0
1003_E1_2_classes_2,2
319_G3_1_classes_25_21,25 21
987_E7_1_classes_23_2,2 23
807_F11_4_classes_23,23
510_F2_1_classes_23,23
493_E4_7_classes_25_14,25 14
52_C5_1_classes_3,3
812_E6_1_classes_4,4
1527_D1_2_classes_23_2,2 23
895_H6_5_classes_14,14
264_A2_1_classes_25_21_4,25 4 21
221_A8_2_classes_25_4,25 4
568_D5_1_classes_14,14
477_E10_2_classes_25_21_4,25 4 21
900_F10_1_classes_11,11
834_F8_1_classes_23,23
1282_G7_1_classes_23,23
593_F6_2_classes_7_0,0 7
93_F4_1_classes_2,2
221_F2_2_classes_25_2_0,0 25 2
1263_F8_2_classes_19_0,0 19
799_C12_2_classes_5_0,0 5
1662_E4_6_classes_6,6
1242_E4_4_classes_23_0,0 23
25_A4_1_classes_2,2
838_B7_5_classes_7,7
857_H4_3_classes_25_2,25 2
246_A1_1_classes_21_0,0 21
117_E9_1_classes_25_21_0,0 25 21
462_A2_5_classes_3,3
1742_C7_3_cr5804976cbf183_classes_21,21
39_A1_2_classes_25_19_0,0 25 19
1752_B1_18_cr5804bf34eb55b_classes_21,21
144_F4_1_classes_21_13,13 21
1125_F8_2_classes_25_7_0,0 25 7
364_A10_1_classes_19_1,1 19
171_C10_1_classes_26_25_4,25 26 4
279_E8_1_classes_25_21_2,25 2 21
583_F3_2_classes_12,12
190_A10_1_classes_23,23
1748_B11_23_cr5805df8b537d5_classes_19,19
63_E8_2_classes_7,7
408_D10_1_classes_23_0,0 23
1318_F6_3_classes_21_5,5 21
330_F1_1_classes_2_0,0 2
723_A5_1_classes_7_0,0 7
452_E11_1_classes_22,22
1402_A11_3_classes_12,12
409_H1_1_classes_25_21_0,0 25 21
1050_G3_5_classes_7,7
981_B6_2_classes_25_7_0,0 25 7
50_H5_1_classes_23,23
1469_A9_1_classes_22,22
173_F10_2_classes_18,18
364_G12_2_classes_25_2,25 2
800_C4_1_classes_2,2
681_G1_7_classes_23_0,0 23
1754_H2_32_classes_26_0,0 26
1319_B5_2_classes_25_21,25 21
1357_D12_1_classes_2_0,0 2
1006_A9_4_classes_23,23
509_A12_2_classes_25_21,25 21
116_E10_1_classes_2_0,0 2
1369_C1_4_classes_23,23
1043_D8_1_classes_23,23
190_A4_1_classes_5,5
975_C11_2_classes_21_0,0 21
879_F10_4_classes_7_5,5 7
782_F8_2_classes_25_16,16 25
1169_A11_5_classes_23,23
111_D10_1_classes_25_11_0,0 25 11
443_H2_1_classes_21,21
798_H1_2_classes_23_4,4 23
437_A12_2_classes_2_0,0 2
479_E8_1_classes_25_21,25 21
868_C9_2_classes_23_0,0 23
1027_B1_1_classes_22_21_12,12 21 22
1104_E6_4_classes_19,19
221_A8_1_classes_25_4,25 4
268_G12_2_classes_7_0,0 7
656_D4_1_classes_21_13,13 21
622_F3_7_classes_23_0,0 23
738_B6_2_classes_25_21_0,0 25 21
1614_H3_2_classes_23,23
263_G4_1_classes_25_21_7,25 21 7
761_G8_1_classes_7_0,0 7
1650_D5_43_cr57eb790254cd1_classes_2,2
1504_C4_1_classes_4,4
1611_C2_6_classes_25_7_0,0 25 7
102_F3_2_classes_25_5_0,0 25 5
1595_B3_2_classes_2_0,0 2
565_B5_1_classes_25_12,25 12
71_B4_2_classes_23_0,0 23
1599_C12_2_classes_21,21
902_H7_3_classes_2_0,0 2
777_E11_2_classes_25_5,25 5
372_A9_2_classes_7,7
128_D9_1_classes_25_21,25 21
1200_G2_3_classes_14_12,12 14
1718_E7_3_cr57f63f33df375_classes_6,6
268_D6_2_classes_23,23
234_H8_1_classes_8,8
90_D5_2_classes_23_0,0 23
569_G6_1_classes_2,2
562_G9_1_classes_2,2
957_A4_3_classes_22_0,0 22
907_D7_1_classes_21,21
419_F10_1_classes_2,2
623_B11_2_classes_25_14,25 14
193_B11_2_classes_3_0,0 3
407_F8_2_classes_23_0,0 23
528_B8_5_classes_2,2
371_E4_3_classes_25_21,25 21
1616_G9_2_classes_7,7
21_B4_1_classes_20_6,20 6
1711_E10_1_classes_4,4
971_A1_2_classes_25_23_0,0 25 23
804_F3_2_classes_1_0,0 1
1512_F4_1_classes_25_24_0,24 25 0
1556_B7_2_classes_25_21_0,0 25 21
1772_B5_4_classes_26_25,25 26
1748_B11_26_cr5805df953110b_classes_19,19
62_D3_1_classes_5,5
1028_E8_6_classes_22_0,0 22
1199_A4_2_classes_21_0,0 21
1694_G2_28_cr57ceae1915249_classes_23,23
1592_G1_1_classes_6,6
154_B6_2_classes_25_21,25 21
726_D6_1_classes_7,7
465_H11_7_classes_25_23_21,25 21 23
928_D4_2_classes_25_7,25 7
1216_D6_2_classes_2,2
8_E4_2_classes_7_0,0 7
300_C8_9_classes_23_2_0,0 2 23
4_A4_1_classes_23,23
800_C9_1_classes_7_0,0 7
510_F4_5_classes_1,1
232_H11_2_classes_2_1_0,0 1 2
1702_A2_4_cr57ea949c20b81_classes_25_2_0,0 25 2
1476_G10_5_classes_25_23,25 23
883_D2_1_classes_25_21,25 21
1136_E1_2_classes_21,21
95_H1_2_classes_23,23
1001_F1_2_classes_3_0,0 3
1158_C10_1_classes_6,6
1397_D5_4_classes_2,2
1753_C6_18_cr57f3e92e8095a_classes_23_0,0 23
472_C9_1_classes_23,23
1752_D8_18_cr5804e7c779268_classes_6,6
255_D7_1_classes_1,1
443_F7_6_classes_21,21
1407_H6_1_classes_5,5
1760_D6_31_classes_3,3
96_G9_2_classes_26_4,26 4
1544_A7_5_classes_21,21
126_H4_1_classes_25_3,25 3
559_D11_1_classes_21,21
371_G1_1_classes_12,12
1479_G1_2_classes_25_1_0,0 25 1
41_H10_1_classes_5,5
669_D6_1_classes_21,21
1798_G1_4_classes_14,14
954_F9_1_classes_25_4,25 4
915_F9_1_classes_2_0,0 2
1700_G8_8_cr57ebc39406628_classes_4,4
102_B10_2_classes_23_0,0 23
1365_A3_2_classes_23,23
846_G2_2_classes_21_0,0 21
191_G1_2_classes_3_0,0 3
1483_F5_2_classes_21_0,0 21
1241_B2_3_classes_21_0,0 21
42_D4_1_classes_23,23
476_C6_4_classes_4,4
249_B11_1_classes_25_7_0,0 25 7
1383_H7_1_classes_7_0,0 7
1435_E11_2_classes_6,6
518_F7_2_classes_3_0,0 3
1338_A6_3_classes_5,5
63_F9_2_classes_25_13_12,25 12 13
1599_B12_1_classes_6,6
1756_G1_1_classes_7,7
412_H5_1_classes_25_23_21,25 21 23
1337_A11_1_classes_7_0,0 7
523_G11_1_classes_25_14,25 14
241_B8_1_classes_4,4
485_C12_2_classes_25_3,25 3
791_F10_1_classes_7_0,0 7
242_C7_2_classes_23,23
1309_A1_2_classes_7,7
29_D5_2_classes_14_0,0 14
893_H11_2_classes_25_21_0,0 25 21
26_E7_1_classes_7_0,0 7
1349_F5_2_classes_22,22
374_G2_2_classes_4,4
1667_G1_4_cr57e539b48fe9f_classes_6,6
962_F2_2_classes_22_16_2_0,16 0 2 22
1189_A2_1_classes_6,6
1437_A7_1_classes_25_7,25 7
756_G4_2_classes_2_0,0 2
216_E9_1_classes_4,4
72_H7_2_classes_5,5
345_A5_2_classes_3,3
85_D9_2_classes_21,21
530_F1_5_classes_25_4,25 4
451_F2_1_classes_21_11,11 21
1605_H11_2_classes_6,6
14_F12_2_classes_6,6
160_A12_1_classes_3,3
405_A2_1_classes_25_2,25 2
1774_C3_4_cr5950f9dddca39_classes_23,23
526_A8_2_classes_23,23
571_F11_2_classes_23_2,2 23
1466_A7_4_classes_25_24_0,24 25 0
813_D11_2_classes_21_16_0,16 0 21
171_F7_1_classes_3_0,0 3
1125_G3_2_classes_25_21_0,0 25 21
1199_B7_5_classes_27_22_21,27 21 22
1313_F9_4_classes_25_12_0,0 25 12
408_G2_5_classes_7,7
90_A8_2_classes_25_4,25 4
1182_H9_1_classes_25_23,25 23
286_F10_2_classes_23,23
58_B9_2_classes_25_21_0,0 25 21
929_B8_1_classes_25_19,25 19
1761_A10_5_classes_23_17_14,17 14 23
435_G1_2_classes_25_21_0,0 25 21
1787_G3_27_cr5968c2a6218f4_classes_23_2,2 23
520_H6_2_classes_19_3_0,3 0 19
36_F3_1_classes_25_21,25 21
1352_C7_2_classes_23,23
1360_B11_3_classes_2_0,0 2
429_D1_1_classes_14,14
1200_H6_2_classes_2_0,0 2
1610_E10_1_classes_21,21
43_H10_2_classes_5,5
1270_H9_1_classes_25_7_0,0 25 7
723_C2_2_classes_4,4
211_C9_2_classes_6,6
201_A8_2_classes_6,6
1568_E12_2_classes_21,21
1036_F1_1_classes_18_0,0 18
264_E4_1_classes_11,11
786_F9_1_classes_23,23
323_D5_4_classes_19,19
1201_D10_2_classes_23,23
624_F4_1_classes_21,21
857_G1_1_classes_23,23
1501_H1_2_classes_19_2_0,0 2 19
1785_A2_2_classes_25_21,25 21
821_D4_1_classes_21,21
816_A2_1_classes_23,23
1209_E10_1_classes_20,20
516_B9_1_classes_25_18_0,0 25 18
1234_E10_2_classes_6,6
1608_B11_4_classes_5_0,0 5
971_G11_1_classes_25_14_0,0 25 14
263_B4_2_classes_23,23
867_E6_2_classes_2_0,0 2
97_B12_1_classes_6,6
620_A4_5_classes_7,7
1293_G5_2_classes_6,6
893_A1_1_classes_5,5
733_G11_4_classes_22,22
34_E8_1_classes_23_2_0,0 2 23
1101_D6_1_classes_23,23
1772_H5_3_classes_17_7,17 7
857_G3_2_classes_1,1
258_E2_2_classes_1_0,0 1
271_H9_1_classes_23_2,2 23
957_G3_2_classes_23,23
1748_E10_6_cr5805e233c9b9f_classes_5_0,0 5
390_G10_1_classes_25_4_0,0 25 4
563_B10_2_classes_25_21_12_0,0 25 12 21
353_E4_2_classes_5,5
782_C1_5_classes_23,23
1432_F2_2_classes_6,6
434_B9_4_classes_21,21
931_B10_2_classes_5,5
1437_E7_3_classes_7,7
978_G11_2_classes_5_0,0 5
239_E4_1_classes_25_7,25 7
557_B9_2_classes_25_21,25 21
1227_B11_3_classes_14_0,0 14
1101_A3_2_classes_23,23
1366_E6_2_classes_26_25_21,25 26 21
185_E4_1_classes_25_21,25 21
1790_F4_5_classes_5,5
1104_B11_3_classes_19,19
856_B5_5_classes_2_0,0 2
1019_B4_1_classes_21,21
1718_H6_28_cr57f7584e45197_classes_21_7_0,0 21 7
183_D10_2_classes_7_0,0 7
92_D2_1_classes_25_7,25 7
265_G2_2_classes_25_21,25 21
413_H2_1_classes_23,23
1178_F9_8_classes_16_0,16 0
784_A4_1_classes_5_0,0 5
905_F11_5_classes_4,4
877_D7_2_classes_2_0,0 2
48_H7_2_classes_6,6
1756_G1_2_classes_7,7
284_B3_1_classes_25_21_0,0 25 21
274_D10_1_classes_25_21,25 21
1123_B10_2_classes_12_0,0 12
1176_G10_2_classes_25_3,25 3
488_A10_1_classes_25_2,25 2
60_B12_1_classes_25_13,25 13
737_F7_2_classes_23_21,21 23
176_D9_2_classes_13_12,12 13
274_H5_1_classes_19,19
571_B10_2_classes_19,19
527_C1_1_classes_4,4
95_D3_2_classes_25_21,25 21
918_F10_1_classes_7,7
1116_C10_2_classes_2_0,0 2
26_F10_1_classes_7,7
1671_H11_1_classes_21_7,21 7
1286_D7_8_classes_2_0,0 2
429_B5_3_classes_7_0,0 7
820_E1_5_classes_21_0,0 21
1265_G9_1_classes_23,23
274_D12_2_classes_14_0,0 14
1757_D5_2_classes_25_3,25 3
220_B6_2_classes_5_0,0 5
1551_D10_4_classes_23_0,0 23
715_D5_1_classes_3,3
1346_H6_5_classes_16_5_0,16 0 5
88_G2_2_classes_25_6,25 6
564_E4_1_classes_7,7
442_H1_3_classes_21_0,0 21
74_B5_1_classes_2,2
194_B9_1_classes_25_21,25 21
982_D3_1_classes_4,4
727_H3_1_classes_4,4
467_G8_2_classes_25_7_0,0 25 7
1056_H2_1_classes_21,21
750_G9_2_classes_5,5
1222_H8_2_classes_3,3
175_G10_2_classes_25_21_0,0 25 21
1132_G3_2_classes_7_0,0 7
1013_D11_1_classes_5_0,0 5
22_H8_2_classes_1,1
963_C12_4_classes_14,14
977_H3_2_classes_21_0,0 21
769_C8_2_classes_2_0,0 2
579_D11_1_classes_2_0,0 2
135_H10_1_classes_23,23
108_H6_1_classes_6,6
1754_B11_13_cr57f3d17ea5efe_classes_19_4,19 4
935_D5_1_classes_22_0,0 22
486_B12_3_classes_25_2,25 2
417_D11_2_classes_7_4,4 7
1723_B10_33_classes_21_0,0 21
1055_C9_1_classes_18_0,0 18
1118_F12_1_classes_7_5,5 7
148_H8_2_classes_23,23
800_C9_2_classes_7_0,0 7
11_H3_1_classes_25_21_13,25 13 21
1284_F7_1_classes_22_0,0 22
1712_B12_14_cr5804a7b6268fd_classes_4,4
1032_E1_2_classes_23,23
534_C8_2_classes_25_23,25 23
1378_H2_4_classes_6,6
696_H6_3_classes_21_2,2 21
802_C12_1_classes_2,2
103_A2_1_classes_25_2_0,0 25 2
169_B5_2_classes_14,14
277_D9_1_classes_25_21,25 21
103_C9_1_classes_25_19_0,0 25 19
931_D8_1_classes_14,14
370_A3_1_classes_2_0,0 2
1396_C5_4_classes_14,14
614_E10_1_classes_25_13,25 13
930_D8_2_classes_6_0,0 6
534_H1_2_classes_25_21,25 21
214_D6_2_classes_25_21,25 21
622_C6_3_classes_21,21
445_G1_2_classes_25_21_0,0 25 21
719_C6_1_classes_5_0,0 5
461_D3_1_classes_21,21
10_D1_1_classes_21_0,0 21
972_A9_5_classes_2_0,0 2
619_D8_2_classes_13_12,12 13
721_D4_1_classes_23,23
202_B8_2_classes_21,21
1662_F7_1_classes_21_12,12 21
727_G11_1_classes_22,22
1391_A6_1_classes_25_5_0,0 25 5
405_E6_1_classes_25_21,25 21
1372_C10_10_classes_5_0,0 5
16_C8_1_classes_23_0,0 23
594_D1_2_classes_5_1_0,0 1 5
1248_B7_8_classes_25_7,25 7
1194_F10_4_classes_19_0,0 19
282_C2_1_classes_7,7
450_B1_1_classes_25_21,25 21
1437_H10_2_classes_23,23
1762_G4_5_classes_27,27
152_H8_2_classes_7,7
1247_D11_6_classes_19,19
1057_B12_9_classes_4,4
805_E2_3_classes_7_0,0 7
74_C3_1_classes_2_0,0 2
473_H5_7_classes_25_21,25 21
75_G11_1_classes_25_2_0,0 25 2
1509_E1_1_classes_23,23
1118_E12_3_classes_4,4
1409_C10_1_classes_25_1_0,0 25 1
344_C4_2_classes_2,2
1609_F1_3_classes_7,7
1262_G12_2_classes_7_0,0 7
856_B1_2_classes_23,23
48_A11_2_classes_25_2_0,0 25 2
798_H3_2_classes_22_4,4 22
247_D1_2_classes_1_0,0 1
197_A8_1_classes_2_0,0 2
290_B10_1_classes_25_7_0,0 25 7
290_H8_2_classes_25_21,25 21
1248_D1_6_classes_19,19
1406_G3_1_classes_2_0,0 2
1706_D2_31_classes_22,22
151_G8_2_classes_23,23
22_A8_2_classes_7_5_0,0 5 7
56_H5_1_classes_2,2
1424_B9_7_classes_25_20,25 20
1396_E11_2_classes_2,2
1139_E10_2_classes_23,23
378_E6_1_classes_4,4
264_F3_1_classes_23_0,0 23
172_D1_2_classes_25_4,25 4
1170_F8_1_classes_25_19_0,0 25 19
948_D3_1_classes_4,4
35_H9_1_classes_25_6,25 6
279_C12_4_classes_2,2
982_G12_2_classes_23,23
1772_G7_4_classes_17_0,0 17
920_G12_6_classes_25_23,25 23
738_E8_1_classes_3_0,0 3
436_G12_1_classes_25_14,25 14
62_A11_3_classes_25_21_7,25 21 7
799_G6_1_classes_25_13,25 13
567_B6_2_classes_25_1,25 1
957_H5_1_classes_23,23
1672_D8_33_classes_23_0,0 23
1732_A3_8_cr58060e5bf20fa_classes_26_25,25 26
221_H10_1_classes_23,23
453_B1_2_classes_25_21,25 21
1372_C8_4_classes_23_0,0 23
651_D4_1_classes_21_13,13 21
778_C2_3_classes_2,2
55_F7_2_classes_23,23
1143_A10_1_classes_5,5
1708_D11_3_cr57ee6a25191c3_classes_23_21,21 23
580_E10_2_classes_25_4,25 4
1262_F12_1_classes_23_0,0 23
470_F6_1_classes_7,7
1129_D11_2_classes_2,2
510_B7_2_classes_23,23
637_G5_4_classes_5_0,0 5
850_C2_2_classes_23_4,4 23
273_E6_2_classes_25_23_2,25 2 23
956_H2_3_classes_2_0,0 2
750_D7_2_classes_22,22
192_A11_1_classes_2,2
366_H9_2_classes_25_7,25 7
847_D6_2_classes_21_12,12 21
149_G8_2_classes_23,23
859_B7_2_classes_5,5
614_C6_2_classes_25_18,25 18
1543_C9_4_classes_6,6
1436_E3_4_classes_13,13
241_A2_2_classes_23,23
923_D11_1_classes_25_21_0,0 25 21
219_D2_2_classes_4,4
901_G9_3_classes_25_19_0,0 25 19
1207_F2_2_classes_7_0,0 7
1659_C8_1_classes_5_0,0 5
1183_H5_1_classes_12,12
810_B12_3_classes_21,21
1595_C6_3_classes_22_5,5 22
911_C12_2_classes_25_19,25 19
860_A6_1_classes_25_12_0,0 25 12
942_D11_2_classes_2_0,0 2
407_E6_1_classes_25_21,25 21
47_F4_1_classes_7,7
1638_E2_1_classes_26_4,26 4
1139_A12_1_classes_23,23
1496_A5_4_classes_2,2
191_A3_2_classes_25_4,25 4
593_B2_2_classes_7,7
1745_D10_3_cr5806153db0fcf_classes_21,21
372_G2_2_classes_4,4
1132_H3_2_classes_5_0,0 5
474_A12_3_classes_12,12
396_B6_1_classes_4,4
670_H6_1_classes_23,23
789_C11_2_classes_2,2
480_H5_1_classes_23,23
181_C10_1_classes_21_0,0 21
1130_F1_2_classes_25_23,25 23
537_G10_1_classes_7_0,0 7
472_D3_2_classes_25_21,25 21
1361_E12_2_classes_25_23_2_0,0 25 2 23
117_E10_1_classes_2_0,0 2
639_C6_9_classes_21,21
342_D6_2_classes_5,5
1320_B1_1_classes_25_5_0,0 25 5
1226_C3_2_classes_22_4,4 22
277_A6_1_classes_25_21_2,25 2 21
55_E10_2_classes_19_0,0 19
1240_G10_4_classes_23,23
408_F6_1_classes_2_0,0 2
32_H6_1_classes_13_12,12 13
239_B7_2_classes_4,4
1345_G11_10_classes_25_7_0,0 25 7
396_C8_2_classes_19_0,0 19
143_E9_2_classes_21,21
711_C10_1_classes_23,23
911_D4_1_classes_4,4
2_C1_2_classes_23_0,0 23
1183_D4_1_classes_23,23
154_G4_1_classes_25_7_0,0 25 7
894_H11_2_classes_2_0,0 2
172_G5_2_classes_21_4,4 21
779_A9_1_classes_19,19
120_G8_1_classes_12,12
42_H3_2_classes_25_21_0,0 25 21
1669_G1_2_classes_7,7
1136_G11_2_classes_6_3,3 6
1394_B7_3_classes_21,21
68_A8_2_classes_25_21_12_0,0 25 12 21
601_C11_3_classes_25_4,25 4
953_F3_1_classes_14,14
739_C10_3_classes_13,13
249_A9_1_classes_21_13,13 21
4_F3_1_classes_25_21_0,0 25 21
557_D10_1_classes_23,23
804_G2_2_classes_24_0,24 0
222_F11_2_classes_23,23
201_D3_2_classes_21,21
242_B3_1_classes_14_3_0,0 3 14
192_B1_1_classes_25_23,25 23
722_H8_1_classes_2,2
173_H5_1_classes_7,7
1016_D9_1_classes_25_21,25 21
826_E9_4_classes_2,2
49_C6_1_classes_25_21_0,0 25 21
433_G7_2_classes_19_0,0 19
771_F10_2_classes_2_0,0 2
248_B11_2_classes_25_23,25 23
462_G3_1_classes_1,1
1326_A1_5_classes_11,11
763_H3_1_classes_25_4_1,25 4 1
603_C11_2_classes_25_4,25 4
291_C10_2_classes_21_12,12 21
1625_D8_3_classes_21,21
423_F4_3_classes_25_22_0,0 25 22
1656_F7_3_classes_3,3
498_B5_1_classes_23_0,0 23
901_G9_5_classes_25_19_0,0 25 19
1623_F9_1_classes_21,21
320_A4_1_classes_23,23
373_F9_3_classes_22_0,0 22
1723_A3_12_cr57ea9b2f88939_classes_2,2
166_F9_1_classes_25_13,25 13
263_C7_1_classes_4,4
296_F4_1_classes_23,23
901_D8_2_classes_7,7
394_D3_1_classes_25_21_0,0 25 21
1359_A10_3_classes_22_21,21 22
1148_H1_2_classes_1,1
1782_B1_7_cr596b5f3cb4a8a_classes_4_0,0 4
470_H10_1_classes_23,23
426_G9_2_classes_3_0,0 3
