,blue_corr_with_green,blue_mask_green_mean,blue_mean,blue_non_zero_mean,blue_std,green_mean,green_non_zero_mean,green_std,luminosity,red_corr_with_green,red_mask_green_mean,red_mean,red_non_zero_mean,red_std,size
344_F7_1,0.3597537834155645,0.16263131227160896,0.09528262474957636,0.5567123889923096,0.19639184152682945,0.13654292985504754,0.9472899436950684,0.13115703042439553,0.1312418011526968,0.3597537834155645,0.15667789243098806,0.1256203772974949,0.7506649494171143,0.16269092549158973,2048
344_G2_1,0.40664292472763575,0.1571829117671384,0.1114132638071097,0.5227584838867188,0.24241796471162846,0.12227618741054162,0.9736919403076172,0.13846894964221212,0.13802925404099858,0.40664292472763575,0.12892950610972395,0.2000624983918434,0.9011116027832031,0.2313826988494397,2048
344_G2_4,0.46773301629982755,0.15125745400265214,0.08056539554221963,0.4450802803039551,0.2120980030183229,0.10616840568243288,0.9819631576538086,0.1319549736316859,0.1085514355257445,0.46773301629982755,0.12667095847229892,0.12607229644177015,0.7494733333587646,0.18702094288596302,2048
346_A5_1,0.3592611645624388,0.15212337612638813,0.07935085951113227,0.5027539730072021,0.19177925474290267,0.11673082183389101,0.8477177619934082,0.12006059016111147,0.12014509941175862,0.3592611645624388,0.139326167726333,0.14548487102284144,0.7523071765899658,0.1860780718211447,2048
346_B12_3,0.6905848515035141,0.22409216160411055,0.07920073808408251,0.4364917278289795,0.18770158219760866,0.14026677935731188,0.7270302772521973,0.18102285448816474,0.13241602417216583,0.6905848515035141,0.1920989653079172,0.12407775299221857,0.6764414310455322,0.20324807319268764,2048
346_B12_4,0.7515474061313425,0.22748984966113234,0.08606924730188707,0.5588786602020264,0.18903981131705316,0.19213919546089916,0.8724339008331299,0.2030221859685333,0.18506570181117343,0.7515474061313425,0.23072133421560798,0.1948896969065946,0.7879955768585205,0.2574964109197354,2048
353_A9_1,0.4133562521907795,0.14779395548514926,0.03355436886058134,0.3830578327178955,0.0988079116294983,0.09746431836894923,0.6583678722381592,0.12372346924053927,0.08763019617940869,0.4133562521907795,0.15074814714311968,0.07291199553246595,0.5471179485321045,0.13340427718934386,2048
353_E4_2,0.31781719955219684,0.07128534449142711,0.05586660142038384,0.48183226585388184,0.1458251472224878,0.046933458365646046,0.9279005527496338,0.05552504004008455,0.05968913136183048,0.31781719955219684,0.05481260769109534,0.10389818116730341,0.757643461227417,0.1439996327350549,2048
369_C9_1,0.6303645712931398,0.3845632260463686,0.07792317914027792,0.5147783756256104,0.17373512442709788,0.3110104018566653,0.9203886985778809,0.22186367362219367,0.2683991749434378,0.6303645712931398,0.343828867332023,0.1897388617197672,0.8955521583557129,0.17749050756837517,2048
380_C6_1,0.4016559353163484,0.06978770205709972,0.056009644153071365,0.5339086055755615,0.13386481532412475,0.04806332775190763,0.9158153533935547,0.0660367220633478,0.05891074267256496,0.4016559353163484,0.05800262456984368,0.09638736762252516,0.7627260684967041,0.13828239770666376,2048
383_E8_7,0.49635316574804833,0.027518106501197685,0.029673616558897723,0.20060014724731445,0.11296917218224083,0.00686270489412195,0.20038318634033203,0.030469740581466398,0.01612615209261576,0.49635316574804833,0.023538722544118162,0.042688195845660026,0.286895751953125,0.1375530316509507,2048
400_D3_2,0.47680031859605376,0.12741610480763388,0.05585511899461937,0.46552252769470215,0.12458767813255432,0.09271068105510642,0.8009657859802246,0.10629379216280871,0.09595252265481381,0.47680031859605376,0.11882235974102198,0.12047555960860905,0.7263681888580322,0.15578110355931885,2048
400_H8_2,0.25132152205555075,0.09999741499922983,0.07056577158909219,0.4199247360229492,0.18180919718324912,0.06937692212123499,0.6498816013336182,0.126584179413008,0.07900419064839685,0.25132152205555075,0.09157697589943976,0.11425666622087054,0.6994855403900146,0.16134442051970782,2048
449_G8_2,0.22992403749375578,0.13915396117741574,0.08123696738598403,0.3514878749847412,0.2113230330432544,0.059290519415163515,0.5754694938659668,0.10919852882518702,0.0680642620182038,0.22992403749375578,0.09245417579040101,0.09310617820889341,0.5868101119995117,0.1650487683842062,2048
454_E5_1,0.8597810547667314,0.26718047206338064,0.07710269292195628,0.44397735595703125,0.18494424529590275,0.1738119172114951,0.7464585304260254,0.19613151566358888,0.15767781524377694,0.8597810547667314,0.2474321822115429,0.13076536982667217,0.6812398433685303,0.18393571056893557,2048
480_D6_2,0.741132834303367,0.17406341603658856,0.06526448305915386,0.3457772731781006,0.17431503794550546,0.08796693857978373,0.5913958549499512,0.15471810920905882,0.08597707788579598,0.741132834303367,0.15452156669155012,0.08631715774536136,0.5380244255065918,0.1722232786393284,2048
480_D6_3,0.7334808370437016,0.20724974236301805,0.0746912077361462,0.4089927673339844,0.17888593651421694,0.12734636325462195,0.619638204574585,0.19954676462397614,0.123610053244572,0.7334808370437016,0.21398420251788397,0.12765394659603352,0.5707664489746094,0.2072289124574095,2048
484_G6_3,0.39095680574523217,0.07440983663070026,0.07172777512494254,0.39205098152160645,0.17831922112487608,0.03812338978636494,0.5975511074066162,0.06477458172331392,0.05932056253003141,0.39095680574523217,0.056771577807920935,0.12641565752964395,0.6336727142333984,0.20410587642827063,2048
496_D1_1,0.45558282892838287,0.06928263153855223,0.02195369589562509,0.18906402587890625,0.09039143667729337,0.016527130089554108,0.29214954376220703,0.05202161279065814,0.023677738628761442,0.45558282892838287,0.04799768749044223,0.04831833652421542,0.3133416175842285,0.12987273508336275,2048
504_B1_3,0.416146764102612,0.25495395620831807,0.10381286471497765,0.4787132740020752,0.22371425270191495,0.15947027954400772,0.8205535411834717,0.1965386308062628,0.14749362763012153,0.416146764102612,0.18643077520355794,0.12203760521084654,0.755842924118042,0.1739247839758216,2048
505_C10_1,0.5136383095705027,0.15262230504741808,0.09772108208899408,0.5361149311065674,0.19090940767621176,0.12772144710316377,0.9327216148376465,0.12706339977087847,0.1362963272236842,0.5136383095705027,0.13934550898957898,0.1782431144340367,0.8832597732543945,0.19328372184108863,2048
508_C10_1,0.4137560740724611,0.043014235384252704,0.045365719701729555,0.4474930763244629,0.10890944205356493,0.02803368007435519,0.6692488193511963,0.04531892126746174,0.03424977645649633,0.4137560740724611,0.03783557836142732,0.05138609362583532,0.6808936595916748,0.06735056897279229,2048
523_A9_4,0.17654337961506222,0.022549374117692245,0.058951332054886146,0.31450676918029785,0.1685262149194434,0.008698744867362223,0.3375284671783447,0.029364619254692505,0.034201996693704606,0.17654337961506222,0.014421940842177641,0.1115915719200584,0.5677511692047119,0.17973225073305868,2048
532_D1_1,0.43958367087140565,0.0689409524433065,0.0874078423369165,0.352158784866333,0.21548437563499,0.027574968338012686,0.4718315601348877,0.06055823792114488,0.04416043402410022,0.43958367087140565,0.04397567557894197,0.08526797014124267,0.5671267509460449,0.16439907106877924,2048
532_H3_1,0.5609938164863848,0.137644000954863,0.10151431046280203,0.496126651763916,0.1963341333355554,0.09426891476500258,0.782867431640625,0.1337936047251923,0.10466024255808662,0.5609938164863848,0.1165809201793008,0.14068570791506305,0.7630770206451416,0.17845470978636702,2048
539_B3_1,0.3266138150350768,0.24347648355074442,0.12358216678395,0.5562961101531982,0.25021217801268114,0.22025852483861594,0.9795432090759277,0.16255461545014593,0.20059486743122928,0.3266138150350768,0.23209578915767404,0.16059895590239895,0.857318639755249,0.18203317495511923,2048
542_G1_1,0.31837575645624483,0.09456488029835658,0.06966825373032512,0.3751349449157715,0.17487799638812207,0.04136497273164635,0.5686790943145752,0.09396273388181711,0.057149590752545526,0.31837575645624483,0.05519398102865134,0.10599865632898657,0.6603858470916748,0.1888130095492604,2048
544_A8_5,0.5387963832529735,0.10595361246934978,0.09532748297149063,0.38098573684692383,0.2524487547322622,0.06029682813906207,0.6173255443572998,0.08316628342606776,0.07555443621149245,0.5387963832529735,0.09810712934139702,0.12016698238896398,0.5936102867126465,0.1758742766507673,2048
556_B9_1,0.4576094341778477,0.12285618630749667,0.05137348736033718,0.45378589630126953,0.1286560002418965,0.08276997547523646,0.8048095703125,0.09141986022245203,0.08924538506489171,0.4576094341778477,0.10487427197897069,0.12389055887858083,0.7400937080383301,0.15868760650303917,2048
556_C1_5,0.521343558647949,0.24665027079049265,0.08008924091563506,0.5084691047668457,0.15996685413659534,0.20197272300720218,0.9046378135681152,0.18988072409123857,0.192408645989661,0.521343558647949,0.2291778570599228,0.19837869849859505,0.8413798809051514,0.22048045637971822,2048
583_E11_1,0.6397021726592217,0.17649778125451074,0.080974729388368,0.41163206100463867,0.19353716105366434,0.10939377803428496,0.6936378479003906,0.13374687765199494,0.11641999637080185,0.6397021726592217,0.16091948077783566,0.152094030380249,0.6578030586242676,0.20533569575318208,2048
611_E10_1,0.6197222318980676,0.13948655017854877,0.08259000871695729,0.43520092964172363,0.19577153055038837,0.09247712528004363,0.6990008354187012,0.12223811347643451,0.11102933011709475,0.6197222318980676,0.12437225925996177,0.1830982666389616,0.7370970249176025,0.2213960626196035,2048
616_F1_4,0.39869715468804356,0.07448919631435374,0.0729824795442469,0.36432409286499023,0.20418031355264415,0.03778972719229904,0.5479247570037842,0.07605587132843945,0.051646103044958584,0.39869715468804356,0.06087729783624883,0.09101389997145715,0.6007435321807861,0.13803325447127837,2048
622_F1_7,0.14811824333295748,0.054863397304517426,0.09434609974131877,0.48153162002563477,0.22575587487911516,0.03843256351994528,0.6073200702667236,0.08698580895837525,0.08137812632280231,0.14811824333295748,0.04392188931778295,0.2214457596049589,0.8262546062469482,0.22900665077822113,2048
626_D7_6,0.30719599525585867,0.19582818520065573,0.08383332701290354,0.5158188343048096,0.17833626475835185,0.173566026313632,0.9304726123809814,0.15225283043147303,0.1458560123279048,0.30719599525585867,0.19248051931313614,0.0737009600097058,0.743567943572998,0.09613270621887345,2048
663_A9_2,0.6486559757859508,0.07510259364320578,0.09276460292292574,0.48506760597229004,0.185916691384161,0.052984930487240074,0.6988475322723389,0.07081573275613193,0.1016630130683676,0.6486559757859508,0.06498873861243035,0.2684411404179591,0.7902469635009766,0.29438853378405594,2048
669_D8_1,0.39317460594525444,0.10229985312585926,0.04667780820061185,0.30394577980041504,0.13788691753451066,0.041296698065365116,0.49788475036621094,0.08572399174253259,0.05689363396345396,0.39317460594525444,0.07759709655329931,0.11283206846199786,0.5021462440490723,0.20717444198796084,2048
681_B2_3,0.07145867346005387,0.14209839806167654,0.049403936722699375,0.3351590633392334,0.15223967788024043,0.0546387765921798,0.5117621421813965,0.1460952978062552,0.06265822457238737,0.07145867346005387,0.07242211051955312,0.09413738157234945,0.582862377166748,0.16118667476402407,2048
681_B2_4,0.09137196846300753,0.1419746813751493,0.05942397117614742,0.35508298873901367,0.16985244940763927,0.0589963529624191,0.5176699161529541,0.14637035541832788,0.07026524651751805,0.09137196846300753,0.0799457867702846,0.11185627544627465,0.5811433792114258,0.1843804354402684,2048
681_G8_4,0.13140246101062386,0.05959147219349729,0.07562102897494441,0.5140066146850586,0.16152534289144288,0.04412115508434824,0.696291446685791,0.08669291479648776,0.07392894671963715,0.13140246101062386,0.0465302276513378,0.17362962517083866,0.7926387786865234,0.2193624883151571,2048
681_G8_5,0.1706978116226707,0.06411944011029891,0.07750856549132103,0.49849987030029297,0.16042407293166264,0.04503280228259517,0.6563405990600586,0.09017832312336961,0.07607779858925767,0.1706978116226707,0.051057522803087806,0.18002925667108274,0.7580711841583252,0.23130726237678015,2048
682_C9_6,0.27438979739207503,0.08658987180065472,0.06667222602694643,0.39860105514526367,0.1761650648645432,0.04833670036465512,0.6207981109619141,0.08889000603220672,0.0571183301684436,0.27438979739207503,0.07077465128645724,0.08341574481889306,0.5462512969970703,0.17000264843348759,2048
682_F12_1,0.4425207045633354,0.21611718706592145,0.0510384587680592,0.35295844078063965,0.13692842659396154,0.10948008275499531,0.6121549606323242,0.16836025652449924,0.10638244570919114,0.4425207045633354,0.17608935866925146,0.11475688522937247,0.5445928573608398,0.1989193441813264,2048
682_F12_2,0.36494303064175787,0.2525078859785122,0.06111083498188096,0.45954060554504395,0.13627640040527805,0.1609765922321993,0.805419921875,0.20099181638273855,0.14888862139421355,0.36494303064175787,0.19814984154390822,0.13803367988736034,0.7050395011901855,0.20423589807113932,2048
682_G10_1,0.3390265047246248,0.045092637958219384,0.04854822158813479,0.4314596652984619,0.11687995174235381,0.02837801447101669,0.5905544757843018,0.049486926337686574,0.0638166606069079,0.3390265047246248,0.03611329639540057,0.1882197697957358,0.6876626014709473,0.2742157737971627,2048
682_G9_1,0.24137573827805223,0.11801492247187653,0.07841946096981271,0.49953532218933105,0.16952984466313165,0.08123386513953108,0.7817285060882568,0.10969502974297701,0.11582536990745398,0.24137573827805223,0.09253479095083463,0.24489663441975898,0.7868986129760742,0.28923606969862914,2048
683_E1_1,0.49124184763054873,0.18620075081789553,0.049059641594980344,0.3610401153564453,0.13466586554912652,0.09799902859856105,0.643885612487793,0.1562097821543761,0.09501015034357708,0.49124184763054873,0.15217984719475777,0.10056039024801827,0.5725429058074951,0.1876770334312977,2048
683_E1_2,0.4469626821516633,0.18706150946529315,0.04850146817226039,0.3749387264251709,0.14047755088021843,0.10210243860880532,0.6868021488189697,0.17227350082281653,0.09933401109826331,0.4469626821516633,0.1461835037386496,0.10728382409787646,0.6279704570770264,0.19283290192220465,2048
684_C4_2,0.3990636330992328,0.1639205407064749,0.02214230556114048,0.3545536994934082,0.058326885366858774,0.0962950080048805,0.6176934242248535,0.15728856284031761,0.09682380602892712,0.3990636330992328,0.1474240746241375,0.1239649192959654,0.6066720485687256,0.1820597287432499,2048
684_D12_4,0.2301364144902311,0.06024179172420302,0.06796002855487898,0.45044398307800293,0.16135947082291655,0.03839738602731739,0.6496596336364746,0.0631937237286502,0.061078237242792155,0.2301364144902311,0.04874174985151836,0.13504098162931555,0.6789636611938477,0.18635239011141588,2048
684_D8_6,0.31091245301006837,0.16681905194070495,0.0661145032620898,0.4632284641265869,0.1515483247207367,0.1157671610514321,0.8159713745117188,0.13854529584779718,0.11236088519358171,0.31091245301006837,0.14252518305071318,0.11660745284136603,0.6843090057373047,0.15772997035189676,2048
685_G10_5,0.17088776561364197,0.05301037535417824,0.05728309014264275,0.45513200759887695,0.14564207548780428,0.035391671984803454,0.6025993824005127,0.08008164728711471,0.06201638339902838,0.17088776561364197,0.04101911109335825,0.15319106532078144,0.7341649532318115,0.22151605838032415,2048
686_F4_1,0.3955761723361747,0.14460749708402185,0.06760157790838503,0.5055787563323975,0.1496443597334587,0.11505824070350802,0.9112935066223145,0.12616453609660372,0.11472038899758277,0.3955761723361747,0.13210424900218876,0.1295856129889394,0.786156415939331,0.1758617971601407,2048
686_F4_2,0.3438038245594539,0.13527938837485387,0.06277692177716417,0.4833798408508301,0.14777291920612795,0.10397519971810139,0.8717563152313232,0.12480688401220345,0.09599738573261335,0.3438038245594539,0.12643376822921196,0.08044134121315151,0.6993265151977539,0.1189261432235376,2048
688_E7_10,0.222777667798727,0.0480038984141292,0.039217560899023944,0.43153929710388184,0.09383551245389489,0.03340665779861747,0.5843627452850342,0.06146560424133303,0.06459675701234853,0.222777667798727,0.04264376874427342,0.1781411451451918,0.7449069023132324,0.22645161754664486,2048
690_C10_2,0.1784532575407343,0.0614842818288041,0.03255969683329266,0.39812374114990234,0.08927578394124222,0.040947253096337434,0.6146512031555176,0.08868113965790203,0.05085253395884646,0.1784532575407343,0.05427376952624079,0.09038686939314305,0.6318058967590332,0.13180257268566264,2048
690_D3_5,0.18145190305420794,0.16525645950868975,0.04021059298047835,0.4281482696533203,0.10025136526604969,0.10073152710409719,0.7398004531860352,0.12462319163851118,0.10602032037547998,0.18145190305420794,0.12975039969506058,0.14616146461636387,0.6709117889404297,0.20141419514285705,2048
690_H5_1,0.33833541234974845,0.05391351361596201,0.027268851037118964,0.3467991352081299,0.08068084168768203,0.025909103131761767,0.5807616710662842,0.050986611362301336,0.03863658166660977,0.33833541234974845,0.036911751341718056,0.08531317056394096,0.6366481781005859,0.1477764621094598,2048
692_A1_5,0.6506645086109374,0.22276955614126095,0.03568191715315278,0.4127664566040039,0.0866068948439662,0.14396441777547195,0.7291696071624756,0.17307660777220024,0.12397634985886366,0.6506645086109374,0.1957349431330246,0.08672043201970099,0.6761882305145264,0.13421152818519616,2048
693_A11_3,0.4585167429873455,0.08886102388135016,0.06685009189680509,0.3738667964935303,0.17408032864049444,0.05385975837707515,0.6241912841796875,0.1056424943538315,0.06411063841913262,0.4585167429873455,0.07929394713279687,0.09766492282643038,0.6523988246917725,0.16077370730867846,2048
693_H4_1,0.2863792580386395,0.08997031644427687,0.05975942424699364,0.44272589683532715,0.13234242596243417,0.055814944061578504,0.6776084899902344,0.09198284238609038,0.06682896671912252,0.2863792580386395,0.07301834970616317,0.1062816947114233,0.681387186050415,0.1484618168598858,2048
694_A2_1,0.1960052719882212,0.03933568013392052,0.0844143998389151,0.49570226669311523,0.18966526930705427,0.02575608047784544,0.648798942565918,0.040674456746592765,0.06687575855479515,0.1960052719882212,0.028384328281135553,0.19924877765131938,0.8462255001068115,0.21909331257000458,2048
694_C1_1,0.22859649569577503,0.10369381519269805,0.10285141234304396,0.5132472515106201,0.22536103634041718,0.07006855291478771,0.8024327754974365,0.09460034478043265,0.09678297459677146,0.22859649569577503,0.07535105786820431,0.18459112690944304,0.8677136898040771,0.19886871087068833,2048
694_C1_2,0.14026239835977364,0.10061128833798574,0.0936834933711033,0.5002570152282715,0.21168489405193733,0.06569853576959349,0.737877368927002,0.0924465989633609,0.09832165836091131,0.14026239835977364,0.07283809876967481,0.20964307317546774,0.812999963760376,0.22522030424138348,2048
694_D6_2,0.08143755343991269,0.12172804580738757,0.029536870881622913,0.3148519992828369,0.08795149036454224,0.043693628498152184,0.45169901847839355,0.1123334040442213,0.0530811413566739,0.08143755343991269,0.06375529057203069,0.09265708455852428,0.5371017456054688,0.16257626228454242,2048
694_F10_1,0.576174133713263,0.2829810424382467,0.050182553833606154,0.4012613296508789,0.11396453323176912,0.1873160128499946,0.6860840320587158,0.22116677225911477,0.16350286976122375,0.576174133713263,0.29814909892828134,0.12187806671740965,0.5471670627593994,0.20259974423243937,2048
696_C9_5,0.5357214600755615,0.22923911857724064,0.03279193335888433,0.3839683532714844,0.0810738499326006,0.14517143941393088,0.6787252426147461,0.17846155671238959,0.13202338343938186,0.5357214600755615,0.22045365026121003,0.12149196793051324,0.597003698348999,0.1839956938521357,2048
697_A6_4,0.06689486842018769,0.09382729760926066,0.024376435373343646,0.3523092269897461,0.07082121131676365,0.0404814738853305,0.5674388408660889,0.08548377540493175,0.05322986420089122,0.06689486842018769,0.05282755881253728,0.10591503031113578,0.6096594333648682,0.16265994144501342,2048
697_G3_6,0.48032348105427775,0.08671962349568038,0.04761881454318182,0.3556807041168213,0.13895440177591625,0.050726985931396504,0.6419429779052734,0.088358195287217,0.05397938842399445,0.48032348105427775,0.07776906707767928,0.06708076046962357,0.6046257019042969,0.11599018983705263,2048
698_C6_2,0.26447579883444056,0.3275465003684125,0.07412969645331888,0.4847099781036377,0.1600214058854219,0.26387216717589157,0.8444762229919434,0.26092614501193345,0.24113041925000192,0.26447579883444056,0.3130276018307863,0.22133998683854664,0.7491927146911621,0.26139530917167386,2048
698_F11_1,0.3455615507219747,0.1815869447137734,0.03508688328312894,0.39333510398864746,0.09867276257985381,0.10421077036390126,0.7112126350402832,0.14789496556711274,0.12208785076141344,0.3455615507219747,0.13865379353092627,0.21177344696194522,0.6590526103973389,0.28985419041475297,2048
699_E8_1,-0.008711594903085249,0.08476551055460062,0.09622312714071828,0.4625246524810791,0.22975683150733214,0.04401227352665917,0.5390465259552002,0.09659667176285751,0.09376123148057969,-0.008711594903085249,0.04882113356756296,0.26028383666393784,0.7591896057128906,0.2957759992932127,2048
700_C3_6,0.30458308722434985,0.057225858220469814,0.033241936739753286,0.42262887954711914,0.08128742885956797,0.03620917563344919,0.7014997005462646,0.06462683733603057,0.042785811798619254,0.30458308722434985,0.046066909584163866,0.0681511832218545,0.6557400226593018,0.10818064103943774,2048
700_H6_2,0.34020773132626325,0.045760889785330564,0.03528939508924296,0.3908271789550781,0.1000848917066024,0.024983814650890876,0.585900068283081,0.04305021071719848,0.05434301140878718,0.34020773132626325,0.03229077393361655,0.15957992871602378,0.7357895374298096,0.21796558611332364,2048
701_B9_2,0.23132420942796356,0.2877093946433947,0.11088998644959683,0.5362696647644043,0.22676386116225733,0.23050252129049836,0.9263286590576172,0.19492555178737134,0.21402908718613997,0.23132420942796356,0.24648245781761435,0.19363794420279704,0.832787036895752,0.21591536346926357,2048
701_H10_2,0.5394380865529244,0.12517356437943405,0.0787053538303749,0.47850799560546875,0.18946933652986037,0.09405357323440848,0.8229310512542725,0.10007628355441094,0.11225726129737558,0.5394380865529244,0.11265716437061687,0.18489002433477672,0.7918405532836914,0.21896619186496855,2048
704_G4_1,0.5085647869875256,0.2447625903920374,0.04416059232225604,0.43912196159362793,0.11229650824017284,0.18389868175282204,0.795325756072998,0.18140168582530283,0.16229219161295427,0.5085647869875256,0.23907816736941237,0.1297246456146239,0.7195324897766113,0.18084806348833005,2048
725_G10_2,0.7687794712569895,0.19243458598367544,0.13575639163746542,0.5598673820495605,0.2361037100702807,0.1643359605003806,0.905156135559082,0.2031237502980478,0.16451418114980065,0.7687794712569895,0.18422700801648564,0.17488001281139884,0.8744943141937256,0.1983143276216676,2048
73_A10_1,0.5844922010530261,0.0768726153216392,0.14253103834447883,0.6974970395018861,0.25365223983525564,0.06833521769261541,0.7108775532621742,0.09680964613897344,0.11419478939356296,0.5844922010530261,0.0902151276378961,0.2588461934681709,0.743628231095679,0.28281000217879765,1728
747_B5_4,0.1793299912126748,0.04650106701202779,0.07658452239691045,0.4154961109161377,0.17412014123573805,0.02478355519911823,0.5036334991455078,0.06629619376911405,0.051201505984699046,0.1793299912126748,0.03237491555628741,0.1314529858383478,0.6970067024230957,0.17789707935977175,2048
757_C6_2,0.5645127977894224,0.13713086270310632,0.08339819160162236,0.3598136901855469,0.20248886176714664,0.06760851074667538,0.5734312534332275,0.11030022728029978,0.08083365467651224,0.5645127977894224,0.11375409373005049,0.1244529555825626,0.5659494400024414,0.2103343947334204,2048
757_C6_3,0.5426200955998862,0.12674467212408386,0.06951917199527506,0.31409120559692383,0.1881270180257168,0.05186632287268553,0.47582221031188965,0.10536201621655765,0.060524523493261956,0.5426200955998862,0.10442236568579692,0.08659663761363309,0.45662903785705566,0.18651525773746522,2048
757_E10_5,0.35898141715663956,0.08004003505359518,0.0644741245344573,0.4109306335449219,0.16913434830957882,0.04865435899472701,0.6403517723083496,0.07677883001560529,0.06682740156884283,0.35898141715663956,0.07077864888303674,0.12876186370849607,0.6427738666534424,0.1654134965813273,2048
759_F9_9,0.559072505689353,0.14026052799656433,0.07763556499107209,0.451674222946167,0.16363930131162593,0.101354258668189,0.7819554805755615,0.11180188601201879,0.09451283948842214,0.559072505689353,0.13897633629115919,0.07722947270262469,0.6285562515258789,0.11858625858329029,2048
778_G6_2,0.7002919180977574,0.2508237552577864,0.10785155296325692,0.5499413013458252,0.18792676574207404,0.20880237186656275,0.9386093616485596,0.20226500895422247,0.18738326670684052,0.7002919180977574,0.23457457745879196,0.14233738581339492,0.8428401947021484,0.15741376603550777,2048
782_F8_2,0.5990991814635251,0.18370248707296924,0.09561837327246572,0.5087950229644775,0.21371373503291147,0.13571182325774542,0.9129724502563477,0.14242238658252332,0.13774182252566025,0.5990991814635251,0.1571082596824654,0.1588761993483002,0.8196976184844971,0.2027411855101802,2048
791_A9_1,0.5549156822285704,0.16551894167625436,0.056285830105052274,0.27640461921691895,0.16609722292412557,0.0729164095485911,0.4425632953643799,0.14736731543123313,0.07724139622239497,0.5549156822285704,0.15617147262996942,0.0989075408262365,0.44374728202819824,0.17821967630583577,2048
792_B6_7,0.47092537127753015,0.08519179830073706,0.05054687425202014,0.29198503494262695,0.16102017185203252,0.03353809655881393,0.46842002868652344,0.06166847272465211,0.04852111027792387,0.47092537127753015,0.06623618822231046,0.09823696753557994,0.47527551651000977,0.16936691372461685,2048
793_B1_1,0.5807979806523285,0.21801110494583814,0.07278657614016062,0.3348724842071533,0.2030000982934375,0.10181891497443708,0.5550367832183838,0.14951690912846108,0.10908226243019103,0.5807979806523285,0.1886164810428914,0.145842820522832,0.5169494152069092,0.2257912025730657,2048
800_E1_1,0.889607232334374,0.1810227460138935,0.0724795369540945,0.4777705669403076,0.1636703556851605,0.14406098851970597,0.8525323867797852,0.15293743424766323,0.14420388507805615,0.889607232334374,0.1697664407529307,0.169042537726608,0.8451509475708008,0.18633809253074812,2048
802_D5_9,0.2944949861475309,0.13999632646846574,0.09746756460152423,0.45978426933288574,0.2294792656185477,0.07514033785053326,0.7413947582244873,0.12459587607706449,0.09401866450459344,0.2944949861475309,0.08723637266078675,0.1563552996691536,0.7859282493591309,0.20494367486059897,2048
807_C2_3,-0.2670011654421235,0.2334276972390717,0.1490929790571624,0.646216630935669,0.22471822888344087,0.1685446673748537,0.9478650093078613,0.1916344347854088,0.1779356360212965,-0.2670011654421235,0.16112467098327266,0.21932256268519976,0.9541923999786377,0.1986067020492139,2048
812_C10_2,0.3415151622988391,0.07819610628293866,0.027658808465097464,0.24707460403442383,0.09418475615455958,0.025773572921752932,0.37554001808166504,0.05865634824522918,0.03968962934213525,0.3415151622988391,0.05763528506300611,0.09058985897139003,0.41138458251953125,0.16614635513827877,2048
820_G4_3,0.2547402882187036,0.05341464343425678,0.08101928561341526,0.4375276565551758,0.198730680694412,0.03307994393741388,0.5952916145324707,0.07867703417506715,0.05111018849316764,0.2547402882187036,0.0427753989021335,0.10160780887977748,0.7274699211120605,0.12767936005238795,2048
820_G4_7,0.27223310241517423,0.04989138002642361,0.052131866006290176,0.4064176082611084,0.13859686069229885,0.02899248833749809,0.5860610008239746,0.07165903347394989,0.039518430948257396,0.27223310241517423,0.039046811691601256,0.07064479098600498,0.6808128356933594,0.10238551250136975,2048
838_E8_1,0.014853478899700507,0.030180334207439388,0.07089690040139597,0.4468562602996826,0.17107276430726903,0.015020196578081913,0.4817512035369873,0.05122268124394855,0.04638656444269063,0.014853478899700507,0.015897561433788076,0.14358120245092074,0.8699078559875488,0.16510644938037278,2048
846_A8_2,0.6904166280564241,0.12015777589143449,0.08599184728136262,0.457439661026001,0.1993615235806778,0.0804154713948568,0.7526333332061768,0.11348900163980953,0.08434318378691573,0.6904166280564241,0.10324610596807103,0.0969963653414857,0.7550640106201172,0.11525925800436371,2048
850_C1_9,0.38802887068558967,0.1344349810956259,0.08356002639321719,0.4477975368499756,0.18728972307669156,0.08649031882192577,0.7464563846588135,0.11482786986398333,0.09234212711035043,0.38802887068558967,0.11298448667632859,0.11501042889613727,0.7022359371185303,0.15154847541674535,2048
856_A2_4,0.12271850256793591,0.06900918923092181,0.06965451053544595,0.3127467632293701,0.20232085494704644,0.02361671597349875,0.4180636405944824,0.07300522964492516,0.04271070368561094,0.12271850256793591,0.03698099382993666,0.09779385117923502,0.5413835048675537,0.17989335474775459,2048
858_D4_2,0.13875667016860604,0.04118538163441164,0.05114585371578435,0.29436182975769043,0.14207249774926173,0.013515110576854046,0.33510828018188477,0.04186838168041464,0.024561241401784565,0.13875667016860604,0.02390007712552884,0.05269286772784068,0.45898008346557617,0.10780806696980844,2048
859_C8_4,0.891506451445026,0.17597732214585932,0.05243558883666989,0.36188268661499023,0.1377054436478754,0.10527568424449257,0.640021562576294,0.14216830763830515,0.09937598347645185,0.891506451445026,0.16853612038782304,0.09547020033294082,0.6185863018035889,0.1495599672628819,2048
868_E8_2,-0.0017389488357601758,0.12298795750706715,0.12308167195787617,0.6117134094238281,0.20238997437262443,0.08922751557593263,0.9360940456390381,0.09634379311572737,0.10261243681926346,-0.0017389488357601758,0.08278869709809711,0.14068871572905897,0.8884897232055664,0.13747344609935266,2048
